"X1","id","category","sub_category","order_date","sales"
969,"BS-11800","Office Supplies","Labels",2017-04-09,8.64
970,"BS-11800","Office Supplies","Storage",2017-04-09,501.81
971,"DL-13315","Furniture","Furnishings",2014-01-16,127.104
972,"DL-13315","Technology","Phones",2014-01-16,124.2
973,"DL-13315","Office Supplies","Binders",2014-01-16,18.588
974,"DL-13315","Office Supplies","Labels",2014-01-16,30.072
975,"PO-19195","Technology","Phones",2017-10-05,160.93
976,"PO-19195","Office Supplies","Binders",2017-10-05,75.792
977,"TD-20995","Office Supplies","Binders",2017-07-09,1.08
978,"BW-11110","Technology","Machines",2017-01-07,3059.982
979,"RW-19690","Office Supplies","Binders",2016-05-30,3.282
980,"KB-16600","Office Supplies","Paper",2015-12-09,34.02
981,"EB-13870","Furniture","Chairs",2016-10-03,599.292
982,"TZ-21580","Office Supplies","Art",2014-11-11,3.392
983,"TZ-21580","Technology","Phones",2014-11-11,559.984
984,"TZ-21580","Furniture","Chairs",2014-11-11,603.92
985,"AS-10630","Office Supplies","Labels",2017-09-29,7.968
986,"AS-10630","Office Supplies","Envelopes",2017-09-29,27.968
987,"AS-10630","Technology","Machines",2017-09-29,336.51
988,"TS-21340","Office Supplies","Binders",2015-03-10,1.112
989,"JG-15805","Furniture","Furnishings",2017-05-21,520.05
990,"JG-15805","Office Supplies","Art",2017-05-21,17.97
991,"SL-20155","Furniture","Chairs",2015-03-29,1166.92
992,"TS-21610","Office Supplies","Binders",2016-09-09,14.624
993,"RF-19735","Office Supplies","Fasteners",2016-08-26,10.23
994,"RF-19735","Office Supplies","Paper",2016-08-26,154.9
995,"MW-18235","Office Supplies","Binders",2014-05-21,2715.93
996,"MW-18235","Technology","Phones",2014-05-21,617.97
997,"RD-19585","Office Supplies","Envelopes",2015-10-28,10.67
998,"RD-19585","Office Supplies","Storage",2015-10-28,36.63
999,"RD-19585","Furniture","Furnishings",2015-10-28,24.1
1000,"RD-19585","Furniture","Furnishings",2015-10-28,33.11
1001,"FM-14290","Office Supplies","Art",2016-11-13,44.02
1002,"RH-19495","Technology","Accessories",2015-07-31,2309.65
1003,"RH-19495","Furniture","Tables",2015-07-31,1090.782
1004,"RH-19495","Office Supplies","Paper",2015-07-31,19.44
1005,"RA-19945","Office Supplies","Storage",2015-08-27,484.65
1006,"JK-15730","Office Supplies","Paper",2015-11-13,115.296
1007,"MT-17815","Office Supplies","Envelopes",2015-11-06,7.08
1008,"MT-17815","Office Supplies","Binders",2015-11-06,4.401
1009,"PO-18850","Office Supplies","Paper",2017-12-26,44.75
1010,"AT-10735","Technology","Phones",2017-08-01,95.984
1011,"VG-21790","Furniture","Furnishings",2014-11-24,151.72
1012,"PF-19165","Furniture","Furnishings",2017-06-17,155.25
1013,"PF-19165","Office Supplies","Storage",2017-06-17,14.03
1014,"JS-15880","Furniture","Tables",2015-12-21,1618.37
1015,"JS-15880","Technology","Accessories",2015-12-21,99.6
1016,"MO-17800","Office Supplies","Paper",2015-09-17,32.4
1017,"KM-16225","Furniture","Furnishings",2015-07-06,13.96
1018,"KM-16225","Furniture","Furnishings",2015-07-06,155.82
1019,"KM-16225","Technology","Phones",2015-07-06,124.95
1020,"KM-16225","Office Supplies","Storage",2015-07-06,601.65
1021,"GT-14710","Office Supplies","Art",2015-04-27,22.74
1022,"GT-14710","Furniture","Chairs",2015-04-27,1267.53
1023,"GT-14710","Technology","Machines",2015-04-27,1379.92
1024,"PB-19150","Office Supplies","Envelopes",2015-06-16,6.208
1025,"HR-14770","Office Supplies","Binders",2017-12-17,11.808
1026,"DE-13255","Office Supplies","Paper",2016-01-11,15.552
1027,"DE-13255","Office Supplies","Paper",2016-01-11,63.312
1028,"DE-13255","Technology","Phones",2016-01-11,15.588
1029,"LA-16780","Office Supplies","Paper",2014-07-11,177.2
1030,"LA-16780","Technology","Phones",2014-07-11,197.97
1031,"LA-16780","Furniture","Chairs",2014-07-11,854.94
1032,"LA-16780","Furniture","Furnishings",2014-07-11,124.11
1033,"LA-16780","Office Supplies","Labels",2014-07-11,14.4
1034,"AG-10390","Office Supplies","Paper",2016-11-20,15.696
1035,"AG-10390","Office Supplies","Binders",2016-11-20,2.628
1036,"AG-10390","Office Supplies","Binders",2016-11-20,14.427
1037,"EL-13735","Furniture","Furnishings",2016-04-22,86.62
1038,"JJ-15445","Office Supplies","Binders",2015-06-13,36.624
1039,"JH-15430","Office Supplies","Art",2017-11-20,23.968
1040,"JH-15430","Office Supplies","Art",2017-11-20,28.728
1041,"RD-19660","Furniture","Tables",2016-03-20,697.16
1042,"MO-17500","Technology","Accessories",2016-09-06,31.86
1043,"MO-17500","Furniture","Bookcases",2016-09-06,722.352
1044,"NS-18640","Office Supplies","Art",2017-07-09,8.84
1045,"NS-18640","Office Supplies","Appliances",2017-07-09,58.464
1046,"SN-20710","Furniture","Chairs",2017-10-12,254.604
1047,"ZC-21910","Technology","Phones",2016-03-08,1363.96
1048,"ZC-21910","Furniture","Furnishings",2016-03-08,102.36
1049,"LC-16885","Technology","Phones",2014-05-27,1113.504
1050,"LC-16885","Technology","Accessories",2014-05-27,99.99
1051,"DG-13300","Furniture","Furnishings",2015-07-03,168.464
1052,"DG-13300","Office Supplies","Paper",2015-07-03,6.72
1053,"DG-13300","Furniture","Furnishings",2015-07-03,282.888
1054,"NF-18595","Office Supplies","Art",2015-04-04,11.16
1055,"NF-18595","Furniture","Furnishings",2015-04-04,108.4
1056,"NF-18595","Office Supplies","Binders",2015-04-04,82.344
1057,"NF-18595","Office Supplies","Binders",2015-04-04,9.088
1058,"BP-11185","Office Supplies","Binders",2017-12-10,19.936
1059,"BP-11185","Office Supplies","Binders",2017-12-10,65.568
1060,"MG-17650","Office Supplies","Fasteners",2016-11-24,4.416
1061,"JD-16060","Furniture","Chairs",2015-03-23,107.772
1062,"TS-21160","Office Supplies","Appliances",2015-04-16,45.216
1063,"TS-21160","Office Supplies","Fasteners",2015-04-16,10.416
1064,"TS-21160","Office Supplies","Art",2015-04-16,7.872
1065,"TS-21160","Technology","Phones",2015-04-16,118.782
1066,"TS-21160","Office Supplies","Fasteners",2015-04-16,1.448
1067,"TS-21160","Office Supplies","Binders",2015-04-16,55.47
1068,"BD-11620","Furniture","Chairs",2016-10-01,194.848
1069,"CM-12160","Office Supplies","Supplies",2017-09-28,1.744
1070,"RB-19795","Office Supplies","Binders",2015-07-25,25.176
1071,"SN-20560","Office Supplies","Art",2015-11-20,19.46
1072,"EH-14005","Office Supplies","Paper",2016-04-28,29.472
1073,"FO-14305","Office Supplies","Binders",2017-11-14,8.64
1074,"MS-17710","Office Supplies","Binders",2016-11-12,6.27
1075,"MS-17710","Office Supplies","Binders",2016-11-12,4.368
1076,"MS-17710","Technology","Accessories",2016-11-12,31.984
1077,"CC-12100","Office Supplies","Art",2016-09-29,40.88
1078,"DW-13540","Office Supplies","Appliances",2017-09-23,119.96
1079,"DW-13540","Office Supplies","Storage",2017-09-23,31.44
1080,"DW-13540","Office Supplies","Binders",2017-09-23,6.88
1081,"BT-11395","Office Supplies","Paper",2015-11-29,19.92
1082,"BT-11395","Furniture","Chairs",2015-11-29,1106.91
1083,"KD-16270","Furniture","Tables",2016-03-01,836.592
1084,"KD-16270","Office Supplies","Paper",2016-03-01,26.38
1085,"KD-16270","Office Supplies","Storage",2016-03-01,362.92
1086,"KD-16270","Technology","Machines",2016-03-01,4899.93
1087,"LC-16870","Office Supplies","Paper",2016-08-12,6.48
1088,"CY-12745","Technology","Phones",2016-08-15,71.976
1089,"CY-12745","Office Supplies","Labels",2016-08-15,3.15
1090,"LW-16990","Furniture","Furnishings",2017-06-04,31.984
1091,"LW-16990","Technology","Phones",2017-06-04,71.984
1092,"NP-18325","Office Supplies","Art",2015-12-06,120.15
1093,"NP-18325","Technology","Phones",2015-12-06,219.184
1094,"BT-11485","Office Supplies","Paper",2015-12-27,28.9
1095,"BT-11485","Office Supplies","Appliances",2015-12-27,355.96
1096,"PS-19045","Office Supplies","Storage",2017-01-21,348.208
1097,"PS-19045","Office Supplies","Binders",2017-01-21,35.784
1098,"NS-18640","Furniture","Tables",2014-06-25,447.84
1099,"PV-18985","Office Supplies","Art",2016-06-14,7.04
1100,"PV-18985","Furniture","Furnishings",2016-06-14,8.73
1101,"PV-18985","Technology","Accessories",2016-06-14,29.29
1102,"PV-18985","Office Supplies","Art",2016-06-14,8.64
1103,"RP-19390","Office Supplies","Binders",2017-04-21,2.694
1104,"RP-19390","Office Supplies","Binders",2017-04-21,2.934
1105,"NM-18520","Office Supplies","Paper",2016-10-21,22.92
1106,"EH-13945","Office Supplies","Storage",2016-11-19,100.704
1107,"EH-13945","Furniture","Furnishings",2016-11-19,2.328
1108,"EH-13945","Office Supplies","Binders",2016-11-19,10.78
1109,"EH-13945","Office Supplies","Fasteners",2016-11-19,58.368
1110,"EH-13945","Office Supplies","Envelopes",2016-11-19,40.968
1111,"EH-13945","Technology","Phones",2016-11-19,71.96
1112,"EH-13945","Office Supplies","Paper",2016-11-19,10.368
1113,"EH-13945","Office Supplies","Binders",2016-11-19,1.192
1114,"RA-19915","Office Supplies","Binders",2017-12-18,46.672
1115,"RA-19915","Furniture","Bookcases",2017-12-18,119.833
1116,"RA-19915","Technology","Accessories",2017-12-18,119.98
1117,"DL-13495","Office Supplies","Labels",2016-07-22,6.3
1118,"CS-12355","Office Supplies","Paper",2015-09-04,279.9
1119,"CS-12355","Technology","Accessories",2015-09-04,619.95
1120,"CS-12355","Office Supplies","Paper",2015-09-04,4.36
1121,"CS-12355","Office Supplies","Envelopes",2015-09-04,15.28
1122,"HL-15040","Technology","Phones",2014-01-20,699.93
1123,"HL-15040","Office Supplies","Art",2014-01-20,22.96
1124,"HL-15040","Furniture","Furnishings",2014-01-20,38.6
1125,"HL-15040","Office Supplies","Art",2014-01-20,6.63
1126,"HL-15040","Office Supplies","Envelopes",2014-01-20,23.34
1127,"HL-15040","Furniture","Chairs",2014-01-20,1067.94
1128,"PA-19060","Office Supplies","Art",2015-03-02,10.16
1129,"PA-19060","Office Supplies","Envelopes",2015-03-02,101.88
1130,"BD-11605","Furniture","Tables",2016-04-12,343.92
1131,"BD-11605","Office Supplies","Paper",2016-04-12,40.99
1132,"BD-11605","Office Supplies","Envelopes",2016-04-12,63.9
1133,"GG-14650","Office Supplies","Paper",2016-12-06,19.44
1134,"JS-15940","Office Supplies","Storage",2016-06-05,124.608
1135,"JS-15940","Office Supplies","Labels",2016-06-05,7.56
1136,"LR-16915","Office Supplies","Storage",2016-12-11,85.224
1137,"FH-14275","Office Supplies","Envelopes",2016-11-12,287.52
1138,"FH-14275","Office Supplies","Appliances",2016-11-12,37.68
1139,"FH-14275","Office Supplies","Paper",2016-11-12,19.98
1140,"FH-14275","Office Supplies","Art",2016-11-12,20.58
1141,"FH-14275","Office Supplies","Binders",2016-11-12,17.38
1142,"AP-10915","Furniture","Furnishings",2014-09-29,204.6
1143,"AP-10915","Office Supplies","Fasteners",2014-09-29,8.72
1144,"AP-10915","Office Supplies","Paper",2014-09-29,6.48
1145,"AP-10915","Technology","Machines",2014-09-29,686.32
1146,"AP-10915","Office Supplies","Storage",2014-09-29,62.18
1147,"NC-18340","Office Supplies","Appliances",2015-04-04,644.076
1148,"NC-18340","Office Supplies","Fasteners",2015-04-04,5.84
1149,"NC-18340","Office Supplies","Binders",2015-04-04,12.76
1150,"NC-18340","Technology","Phones",2015-04-04,10.95
1151,"NC-18340","Technology","Copiers",2015-04-04,599.98
1152,"CB-12535","Furniture","Furnishings",2015-05-08,8.352
1153,"KL-16555","Office Supplies","Art",2016-12-31,3.64
1154,"KL-16555","Office Supplies","Binders",2016-12-31,159.768
1155,"PS-19045","Office Supplies","Storage",2014-12-20,122.48
1156,"PS-19045","Furniture","Tables",2014-12-20,2244.48
1157,"PS-19045","Office Supplies","Binders",2014-12-20,62.31
1158,"PS-19045","Furniture","Tables",2014-12-20,455.1
1159,"GB-14530","Furniture","Chairs",2016-07-02,195.184
1160,"AA-10315","Office Supplies","Appliances",2017-06-29,362.94
1161,"AA-10315","Office Supplies","Binders",2017-06-29,11.54
1162,"LT-16765","Office Supplies","Art",2014-09-01,53.94
1163,"AP-10720","Technology","Phones",2014-03-03,9.99
1164,"AP-10720","Office Supplies","Binders",2014-03-03,125.76
1165,"AP-10720","Office Supplies","Binders",2014-03-03,25.32
1166,"PM-18940","Office Supplies","Binders",2014-05-04,46.8
1167,"KC-16540","Technology","Accessories",2015-11-02,447.93
1168,"DL-13315","Furniture","Furnishings",2017-12-08,109.48
1169,"DL-13315","Office Supplies","Storage",2017-12-08,272.94
1170,"DL-13315","Office Supplies","Paper",2017-12-08,19.44
1171,"DL-13315","Office Supplies","Storage",2017-12-08,31.92
1172,"SW-20275","Office Supplies","Paper",2014-03-10,22.38
1173,"AA-10375","Office Supplies","Binders",2014-04-21,16.52
1174,"LT-17110","Office Supplies","Binders",2015-10-22,5.176
1175,"DP-13105","Office Supplies","Binders",2015-08-22,50.112
1176,"AB-10060","Office Supplies","Supplies",2016-08-29,27.93
1177,"AT-10435","Office Supplies","Labels",2014-12-27,11.56
1178,"JE-15745","Furniture","Chairs",2016-12-01,172.5
1179,"JE-15745","Technology","Phones",2016-12-01,179.97
1180,"CA-12055","Technology","Accessories",2016-04-24,258.696
1181,"DB-13060","Technology","Phones",2014-06-21,1322.93
1182,"DB-13060","Office Supplies","Art",2014-06-21,3.76
1183,"RB-19570","Office Supplies","Envelopes",2017-01-14,21.744
1184,"RB-19570","Technology","Phones",2017-01-14,7.92
1185,"HR-14830","Office Supplies","Binders",2014-11-24,12.096
1186,"HR-14830","Office Supplies","Storage",2014-11-24,485.88
1187,"HR-14830","Office Supplies","Paper",2014-11-24,25.92
1188,"HR-14830","Office Supplies","Storage",2014-11-24,197.58
1189,"BT-11530","Office Supplies","Appliances",2017-02-26,81.92
1190,"BT-11530","Technology","Phones",2017-02-26,889.536
1191,"BT-11530","Furniture","Chairs",2017-02-26,892.224
1192,"BT-11530","Office Supplies","Paper",2017-02-26,223.92
1193,"BT-11530","Office Supplies","Paper",2017-02-26,23.12
1194,"NG-18355","Office Supplies","Paper",2015-09-15,15.552
1195,"NG-18355","Furniture","Furnishings",2015-09-15,15.712
1196,"NG-18355","Office Supplies","Storage",2015-09-15,24.672
1197,"NG-18355","Furniture","Furnishings",2015-09-15,55.968
1198,"ZC-21910","Technology","Accessories",2016-04-08,431.928
1199,"ZC-21910","Furniture","Chairs",2016-04-08,95.984
1200,"ZC-21910","Office Supplies","Binders",2016-04-08,1088.792
1201,"LS-16945","Furniture","Chairs",2016-07-18,544.008
1202,"LS-16945","Office Supplies","Binders",2016-07-18,1.872
1203,"LS-16945","Furniture","Chairs",2016-07-18,854.352
1204,"LS-16945","Office Supplies","Storage",2016-07-18,593.568
1205,"LS-16945","Office Supplies","Storage",2016-07-18,338.04
1206,"LH-16750","Technology","Phones",2017-08-01,271.96
1207,"SW-20755","Office Supplies","Storage",2016-07-14,11.21
1208,"SW-20755","Office Supplies","Binders",2016-07-14,9.144
1209,"SW-20755","Office Supplies","Fasteners",2016-07-14,14.07
1210,"SW-20755","Office Supplies","Art",2016-07-14,41.86
1211,"SW-20755","Office Supplies","Binders",2016-07-14,8.544
1212,"SW-20755","Furniture","Bookcases",2016-07-14,579.136
1213,"SP-20620","Furniture","Chairs",2017-09-09,141.372
1214,"SP-20620","Office Supplies","Binders",2017-09-09,3.036
1215,"SP-20620","Office Supplies","Binders",2017-09-09,4.503
1216,"SP-20620","Office Supplies","Art",2017-09-09,4.672
1217,"SP-20620","Technology","Accessories",2017-09-09,95.88
1218,"SP-20620","Furniture","Furnishings",2017-09-09,17.024
1219,"SP-20620","Technology","Accessories",2017-09-09,258.696
1220,"SP-20620","Technology","Phones",2017-09-09,1931.958
1221,"BF-11170","Office Supplies","Storage",2014-07-12,249.75
1222,"BF-11170","Technology","Phones",2014-07-12,255.936
1223,"BM-11140","Furniture","Furnishings",2016-12-04,113.79
1224,"BM-11140","Technology","Accessories",2016-12-04,78.15
1225,"BM-11140","Office Supplies","Binders",2016-12-04,1.728
1226,"BM-11140","Office Supplies","Paper",2016-12-04,40.56
1227,"BM-11140","Office Supplies","Storage",2016-12-04,182.94
1228,"BM-11140","Office Supplies","Storage",2016-12-04,193.86
1229,"ZC-21910","Office Supplies","Envelopes",2017-11-06,15.28
1230,"ZC-21910","Furniture","Furnishings",2017-11-06,8.73
1231,"ZC-21910","Office Supplies","Art",2017-11-06,5.68
1232,"KT-16480","Office Supplies","Art",2015-10-31,2.78
1233,"KT-16480","Office Supplies","Envelopes",2015-10-31,79.96
1234,"BG-11695","Technology","Copiers",2016-05-30,839.988
1235,"PG-18820","Furniture","Furnishings",2016-10-28,47.952
1236,"PG-18820","Office Supplies","Binders",2016-10-28,37.425
1237,"PG-18820","Furniture","Furnishings",2016-10-28,63.968
1238,"PG-18820","Furniture","Furnishings",2016-10-28,165.048
1239,"GM-14680","Furniture","Furnishings",2014-08-11,12.35
1240,"GM-14680","Office Supplies","Art",2014-08-11,40.97
1241,"GM-14680","Office Supplies","Fasteners",2014-08-11,22.96
1242,"MO-17800","Technology","Phones",2016-08-29,22
1243,"PG-18820","Office Supplies","Binders",2016-02-15,398.352
1244,"PG-18820","Office Supplies","Fasteners",2016-02-15,8.72
1245,"EJ-14155","Office Supplies","Envelopes",2017-05-14,48.69
1246,"NP-18700","Furniture","Tables",2014-12-12,764.688
1247,"NP-18700","Furniture","Tables",2014-12-12,3610.848
1248,"NP-18700","Furniture","Bookcases",2014-12-12,254.9745
1249,"DJ-13630","Office Supplies","Art",2017-12-18,38.82
1250,"DJ-13630","Furniture","Chairs",2017-12-18,1141.938
1251,"DJ-13630","Office Supplies","Appliances",2017-12-18,1704.56
1252,"DJ-13630","Office Supplies","Art",2017-12-18,3.2
1253,"IM-15070","Technology","Phones",2015-07-04,1099.96
1254,"MH-18115","Office Supplies","Art",2017-03-10,5.248
1255,"MH-18115","Technology","Phones",2017-03-10,35.91
1256,"MH-18115","Furniture","Furnishings",2017-03-10,6.696
1257,"MH-18115","Furniture","Furnishings",2017-03-10,43.872
1258,"RB-19795","Office Supplies","Binders",2016-12-24,27.882
1259,"RB-19795","Office Supplies","Storage",2016-12-24,540.048
1260,"RB-19795","Technology","Accessories",2016-12-24,255.68
1261,"JR-15700","Technology","Phones",2017-10-23,863.88
1262,"SM-20950","Office Supplies","Binders",2016-10-28,17.616
1263,"CS-12355","Office Supplies","Binders",2017-07-07,17.472
1264,"CC-12220","Technology","Phones",2016-10-01,69.9
1265,"CC-12220","Furniture","Furnishings",2016-10-01,41.85
1266,"PF-19225","Office Supplies","Art",2017-09-02,6.57
1267,"JC-16105","Office Supplies","Storage",2014-12-24,142.86
1268,"JC-16105","Furniture","Chairs",2014-12-24,292.272
1269,"BG-11695","Furniture","Furnishings",2017-09-23,29.328
1270,"DC-12850","Office Supplies","Paper",2017-06-04,12.48
1271,"SP-20545","Office Supplies","Storage",2016-04-21,102.336
1272,"SP-20545","Office Supplies","Appliances",2016-04-21,48.792
1273,"SP-20545","Office Supplies","Binders",2016-04-21,44.848
1274,"MS-17710","Office Supplies","Paper",2016-05-26,10.368
1275,"MS-17710","Furniture","Chairs",2016-05-26,388.43
1276,"MS-17710","Office Supplies","Paper",2016-05-26,14.352
1277,"MS-17710","Technology","Accessories",2016-05-26,63.992
1278,"BD-11770","Office Supplies","Art",2016-05-02,86.352
1279,"KC-16255","Technology","Accessories",2014-09-08,32.97
1280,"KC-16255","Technology","Accessories",2014-09-08,83.88
1281,"TR-21325","Technology","Phones",2016-09-05,278.4
1282,"SA-20830","Office Supplies","Labels",2017-04-09,15.12
1283,"SA-20830","Office Supplies","Binders",2017-04-09,17.43
1284,"SA-20830","Office Supplies","Paper",2017-04-09,251.64
1285,"KW-16435","Office Supplies","Binders",2015-12-06,2.772
1286,"GM-14500","Office Supplies","Storage",2016-06-26,14.9
1287,"AD-10180","Office Supplies","Art",2015-07-04,15.48
1288,"TB-21355","Furniture","Furnishings",2016-11-22,39.88
1289,"TB-21355","Office Supplies","Binders",2016-11-22,12.192
1290,"TB-21355","Office Supplies","Art",2016-11-22,20.82
1291,"CC-12430","Office Supplies","Binders",2016-11-10,13.216
1292,"CC-12430","Office Supplies","Paper",2016-11-10,32.4
1293,"PF-19165","Office Supplies","Supplies",2015-08-27,32.94
1294,"PF-19165","Office Supplies","Paper",2015-08-27,114.2
1295,"PF-19165","Office Supplies","Labels",2015-08-27,3.08
1296,"JH-16180","Office Supplies","Appliances",2015-05-25,845.728
1297,"EB-13975","Office Supplies","Binders",2017-12-30,13.904
1298,"EB-13975","Office Supplies","Binders",2017-12-30,20.72
1299,"QJ-19255","Technology","Phones",2016-12-08,114.95
1300,"AA-10315","Office Supplies","Storage",2015-10-04,26.96
1301,"LC-17140","Furniture","Furnishings",2016-12-23,572.76
1302,"LC-17140","Furniture","Furnishings",2016-12-23,286.38
1303,"TC-21535","Furniture","Bookcases",2015-09-19,61.96
1304,"CS-12460","Furniture","Furnishings",2017-07-03,23.99
1305,"CS-12460","Technology","Phones",2017-07-03,287.97
1306,"BM-11785","Technology","Phones",2016-07-14,419.944
1307,"RC-19825","Office Supplies","Paper",2016-06-20,46.76
1308,"RC-19825","Office Supplies","Binders",2016-06-20,17.712
1309,"RC-19825","Office Supplies","Appliances",2016-06-20,21.78
1310,"RC-19825","Office Supplies","Storage",2016-06-20,161.94
1311,"RC-19825","Furniture","Chairs",2016-06-20,161.568
1312,"FM-14380","Office Supplies","Labels",2016-12-09,3.69
1313,"FM-14380","Office Supplies","Labels",2016-12-09,122.12
1314,"PK-19075","Furniture","Chairs",2016-09-24,155.372
1315,"HG-14965","Office Supplies","Paper",2016-12-18,38.88
1316,"HG-14965","Furniture","Furnishings",2016-12-18,183.84
1317,"HG-14965","Office Supplies","Supplies",2016-12-18,579.3
1318,"HA-14920","Technology","Accessories",2017-12-10,14.2
1319,"LW-16825","Technology","Phones",2014-07-01,575.92
1320,"LW-16825","Office Supplies","Binders",2014-07-01,5.184
1321,"MC-17575","Office Supplies","Binders",2017-02-03,5.229
1322,"MC-17575","Office Supplies","Storage",2017-02-03,285.552
1323,"LP-17095","Office Supplies","Appliances",2017-03-03,72.8
1324,"EB-14170","Office Supplies","Paper",2017-10-09,10.816
1325,"GZ-14545","Office Supplies","Storage",2014-09-28,46.26
1326,"LE-16810","Office Supplies","Binders",2014-05-27,17.46
1327,"AD-10180","Furniture","Furnishings",2015-06-14,51.072
1328,"CP-12085","Office Supplies","Paper",2016-03-30,11.34
1329,"FG-14260","Office Supplies","Art",2017-10-15,87.92
1330,"LD-17005","Furniture","Furnishings",2016-05-23,37.05
1331,"AB-10255","Technology","Phones",2017-06-02,2.97
1332,"AB-10255","Office Supplies","Storage",2017-06-02,27.44
1333,"MN-17935","Office Supplies","Binders",2014-02-16,1.08
1334,"MN-17935","Office Supplies","Appliances",2014-02-16,7.96
1335,"HP-14815","Office Supplies","Binders",2014-05-06,140.736
1336,"JR-15670","Office Supplies","Storage",2016-05-16,552.56
1337,"JF-15190","Furniture","Furnishings",2017-04-02,25.11
1338,"CM-12115","Furniture","Furnishings",2017-03-31,29.78
1339,"CM-12115","Technology","Phones",2017-03-31,677.58
1340,"CM-12115","Office Supplies","Paper",2017-03-31,75.04
1341,"AS-10045","Technology","Machines",2017-01-02,695.7
1342,"AS-10045","Office Supplies","Binders",2017-01-02,15.66
1343,"AS-10045","Office Supplies","Binders",2017-01-02,28.854
1344,"KB-16315","Office Supplies","Art",2015-05-28,47.82
1345,"KB-16315","Office Supplies","Labels",2015-05-28,13.05
1346,"BN-11515","Office Supplies","Appliances",2014-03-17,93.78
1347,"BN-11515","Office Supplies","Paper",2014-03-17,47.18
1348,"BN-11515","Office Supplies","Art",2014-03-17,19.68
1349,"BN-11515","Office Supplies","Binders",2014-03-17,53.4
1350,"BN-11515","Office Supplies","Binders",2014-03-17,35.88
1351,"BP-11290","Furniture","Chairs",2014-10-03,258.279
1352,"AS-10045","Office Supplies","Storage",2016-03-28,31.4
1353,"LW-16990","Technology","Phones",2017-05-04,183.96
1354,"LW-16990","Office Supplies","Paper",2017-05-04,17.61
1355,"LW-16990","Furniture","Tables",2017-05-04,300.904
1356,"DC-12850","Office Supplies","Storage",2014-07-05,220.776
1357,"DC-12850","Office Supplies","Storage",2014-07-05,281.424
1358,"ND-18370","Office Supplies","Paper",2016-05-05,79.14
1359,"LB-16735","Furniture","Furnishings",2017-04-26,1.988
1360,"KT-16465","Furniture","Chairs",2014-09-26,145.568
1361,"HM-14860","Office Supplies","Art",2017-10-19,123.256
1362,"HM-14860","Office Supplies","Paper",2017-10-19,23.68
1363,"HM-14860","Technology","Phones",2017-10-19,309.576
1364,"AB-10600","Office Supplies","Binders",2017-11-10,38.388
1365,"AB-10600","Technology","Machines",2017-11-10,95.994
1366,"AB-10600","Technology","Accessories",2017-11-10,239.952
1367,"AB-10600","Technology","Phones",2017-11-10,201.584
1368,"AB-10600","Furniture","Chairs",2017-11-10,899.136
1369,"SZ-20035","Furniture","Furnishings",2017-07-08,145.9
1370,"JR-15670","Furniture","Bookcases",2015-12-24,590.058
1371,"JR-15670","Office Supplies","Art",2015-12-24,14.04
1372,"MG-17890","Technology","Accessories",2017-03-07,49.08
1373,"KM-16720","Office Supplies","Labels",2014-04-01,29.6
1374,"KM-16720","Office Supplies","Binders",2014-04-01,17.088
1375,"CA-12265","Furniture","Tables",2015-09-14,912.75
1376,"VD-21670","Office Supplies","Appliances",2014-08-04,1089.75
1377,"VD-21670","Office Supplies","Paper",2014-08-04,447.84
1378,"VD-21670","Office Supplies","Art",2014-08-04,16.4
1379,"VD-21670","Technology","Phones",2014-08-04,399.96
1380,"VD-21670","Office Supplies","Storage",2014-08-04,158.9
1381,"VD-21670","Office Supplies","Binders",2014-08-04,13.184
1382,"JK-16120","Furniture","Furnishings",2016-09-03,83.952
1383,"PP-18955","Office Supplies","Storage",2016-02-05,80.98
1384,"PP-18955","Office Supplies","Paper",2016-02-05,348.84
1385,"PP-18955","Office Supplies","Fasteners",2016-02-05,9.45
1386,"PP-18955","Furniture","Furnishings",2016-02-05,18.84
1387,"PP-18955","Furniture","Bookcases",2016-02-05,239.98
1388,"PP-18955","Office Supplies","Envelopes",2016-02-05,167.96
1389,"PP-18955","Technology","Phones",2016-02-05,104.85
1390,"PP-18955","Technology","Phones",2016-02-05,484.83
1391,"PP-18955","Office Supplies","Paper",2016-02-05,122.97
1392,"PP-18955","Office Supplies","Storage",2016-02-05,154.44
1393,"PP-18955","Office Supplies","Paper",2016-02-05,342.37
1394,"YS-21880","Office Supplies","Art",2017-07-03,9.552
1395,"CK-12760","Furniture","Tables",2017-10-09,652.45
1396,"CK-12760","Furniture","Tables",2017-10-09,66.645
1397,"NC-18340","Office Supplies","Binders",2016-11-24,17.216
1398,"NC-18340","Office Supplies","Paper",2016-11-24,11.56
1399,"NC-18340","Technology","Accessories",2016-11-24,88.4
1400,"NC-18340","Office Supplies","Paper",2016-11-24,6.48
1401,"KM-16375","Technology","Phones",2016-11-01,21.8
1402,"KM-16375","Office Supplies","Envelopes",2016-11-01,251.79
1403,"GM-14455","Furniture","Tables",2016-04-19,205.176
1404,"GM-14455","Office Supplies","Paper",2016-04-19,419.4
1405,"SD-20485","Office Supplies","Supplies",2014-04-06,10.304
1406,"SD-20485","Furniture","Tables",2014-04-06,154.764
1407,"SD-20485","Technology","Accessories",2014-04-06,116.784
1408,"KD-16270","Office Supplies","Art",2016-09-02,75.48
1409,"KD-16270","Furniture","Furnishings",2016-09-02,39.98
1410,"AB-10105","Furniture","Tables",2016-09-25,393.165
1411,"SZ-20035","Office Supplies","Labels",2017-11-04,23.68
